,0,1
162,1.0,1022.16003
163,0.0,782.38983
164,1.0,1651.6963
165,0.0,950.00006
166,0.0,1485.2562
167,1.0,1602.0586
168,1.0,1423.6031
169,1.0,1177.2908
170,1.0,995.36584
171,1.0,1798.1205
172,0.0,1201.7622
173,0.0,1352.6456
174,0.0,1290.9407
175,0.0,1147.9305
176,1.0,1253.31
177,0.0,1807.5679
178,1.0,1516.4056
179,1.0,1742.4137
180,1.0,1288.829
181,0.0,1221.6748
182,1.0,1660.7275
183,0.0,1417.415
184,0.0,1215.3011
185,1.0,1633.476
186,1.0,1148.7383
187,0.0,1461.7683
188,1.0,1496.9532
189,1.0,1320.2677
190,0.0,1189.0979
191,1.0,1475.1401
192,0.0,1281.6597
193,1.0,1218.1444
194,1.0,1634.6012
195,0.0,1427.1866
196,0.0,1200.2003
197,0.0,1243.974
198,0.0,1408.2589
199,1.0,1479.693
200,1.0,1134.2524
201,0.0,1253.0913
202,0.0,947.32745
203,1.0,1678.5964
204,0.0,1439.539
205,1.0,1621.6216
206,1.0,1346.535
207,0.0,1651.2649
208,1.0,1082.5516
209,0.0,1474.3722
210,0.0,1753.5035
211,0.0,1662.8705
212,1.0,1308.5587
213,0.0,1305.9264
214,0.0,823.55707
215,0.0,1338.2711
216,0.0,1492.4316
217,1.0,1454.3745
218,0.0,1391.6935
219,0.0,1512.5594
220,0.0,1207.5311
221,0.0,1599.0964
222,1.0,1273.8861
223,0.0,1509.6407
224,0.0,1179.1365
225,0.0,1587.3429
226,0.0,1008.6298
227,0.0,1205.8746
228,1.0,1396.7086
229,1.0,1011.1847
230,0.0,1670.1667
231,0.0,1184.9484
232,1.0,1130.1376
233,0.0,1187.3588
234,1.0,1385.0903
235,1.0,1317.091
236,1.0,1191.076
237,1.0,1479.7855
238,0.0,1024.8438
239,0.0,1874.2638
240,1.0,1195.1416
241,1.0,1306.9347
242,1.0,1744.3662
243,0.0,1384.661
244,0.0,1387.8767
245,0.0,930.7798
246,0.0,1248.3184
247,0.0,1209.4742
248,1.0,920.1467
249,0.0,1220.5383
250,0.0,759.8861
251,1.0,1318.8524
252,0.0,1696.7056
253,0.0,1612.228
254,0.0,1531.188
255,1.0,1456.5182
256,0.0,1028.5111
257,0.0,1318.9546
258,0.0,1516.3622
259,1.0,1289.5602
260,1.0,1289.7496
261,0.0,1276.8854
262,0.0,1834.6117
263,1.0,1370.9503
264,0.0,1285.8895
265,0.0,1327.829
266,0.0,1627.5802
267,1.0,1567.5471
268,1.0,1496.2407
269,1.0,871.3626
270,0.0,1499.2307
271,0.0,1322.7535
272,1.0,1466.5977
273,0.0,1404.4817
274,0.0,1636.1674
275,0.0,1111.315
276,1.0,1864.9637
277,1.0,993.0944
278,1.0,747.16785
279,1.0,1004.42285
280,0.0,1259.9414
281,0.0,1476.8628
282,0.0,812.9572
283,1.0,1587.8859
284,0.0,1422.7084
285,1.0,1425.3691
286,0.0,2087.6072
287,1.0,1433.2683
288,0.0,1482.3098
289,1.0,1800.9047
290,0.0,1391.0369
291,0.0,1069.4695
292,0.0,962.4204
293,0.0,1190.471
294,1.0,2094.789
295,1.0,1442.7931
296,0.0,1321.7781
297,1.0,1260.201
298,0.0,1345.9596
299,0.0,1256.7238
300,1.0,1223.7614
301,0.0,1228.8197
302,1.0,1234.9604
303,0.0,1315.7653
304,0.0,1007.0684
305,0.0,961.8316
306,1.0,1575.5797
307,0.0,1430.8925
308,0.0,1606.248
309,0.0,1216.9312
310,1.0,975.4816
311,0.0,931.52747
312,0.0,1570.8748
313,1.0,1137.9038
314,1.0,1305.6344
315,0.0,1250.0996
316,0.0,1759.8827
317,0.0,873.7336
318,0.0,1214.683
319,0.0,1362.0859
320,0.0,1153.3658
321,1.0,1050.1725
322,0.0,1378.029
323,0.0,1214.6575
324,1.0,1338.146
325,0.0,1598.7103
326,0.0,981.6887
327,0.0,1583.5524
328,1.0,1182.8501
329,0.0,1518.1418
330,1.0,1210.8802
331,0.0,1418.9354
332,0.0,1445.7101
333,0.0,1295.0323
334,0.0,2159.5083
335,1.0,1487.9937
336,0.0,1165.148
337,1.0,1509.3527
338,0.0,1184.0009
339,0.0,1623.4703
340,0.0,1469.4185
341,1.0,689.78143
342,0.0,1409.5786
343,0.0,1499.0487
344,0.0,1455.1144
345,1.0,952.13434
346,0.0,1693.103
347,0.0,1679.2988
348,1.0,1110.1869
349,0.0,1921.2593
350,1.0,1332.6315
351,1.0,1196.4763
352,0.0,943.1866
353,1.0,2048.6204
354,1.0,1319.0974
355,0.0,1921.8007
356,1.0,1519.3428
357,0.0,1208.4424
358,0.0,1298.6403
359,0.0,1643.3103
360,1.0,1201.18
361,0.0,1159.3912
362,0.0,1439.3822
363,1.0,1201.245
364,0.0,1535.826
365,0.0,1393.1757
366,0.0,1205.8909
367,0.0,1761.0131
368,0.0,1585.2069
369,0.0,1407.7856
370,0.0,1508.0531
371,0.0,1040.2666
372,0.0,1074.311
373,0.0,1534.9034
374,0.0,1587.0927
375,0.0,1434.8727
376,0.0,1583.4259
377,0.0,1519.1968
378,0.0,1386.3876
379,1.0,1670.24
380,1.0,1733.8837
381,0.0,665.8668
382,1.0,1425.8252
383,0.0,836.48126
384,0.0,1400.0363
385,0.0,1913.8448
386,0.0,1527.6877
387,1.0,1155.355
388,0.0,1344.9524
389,0.0,1151.3365
390,0.0,1257.4204
391,0.0,1227.8213
392,0.0,1195.8389
393,0.0,1346.1255
394,1.0,1295.0743
395,1.0,1244.3258
396,1.0,1212.0577
397,1.0,1606.7365
398,1.0,865.3812
399,1.0,1343.9113
400,0.0,1361.0509
401,1.0,1229.4506
402,0.0,1204.0114
403,1.0,1950.669
404,0.0,1065.7095
405,1.0,1324.8423
406,0.0,907.85394
407,0.0,1272.5322
408,1.0,1664.3672
409,1.0,1256.4358
410,0.0,1195.2242
411,1.0,1355.2865
412,0.0,1130.9196
413,0.0,1341.345
414,1.0,839.15686
415,0.0,1239.3842
416,0.0,1314.3339
417,0.0,1112.9901
418,0.0,1115.0267
419,1.0,1861.2709
420,0.0,1417.027
421,1.0,1548.6803
422,1.0,1418.1694
423,1.0,1216.8206
424,0.0,1255.8903
425,1.0,1164.6051
426,0.0,1182.8187
427,1.0,1355.6306
428,1.0,1663.4639
429,1.0,1685.9146
430,0.0,1251.1545
431,0.0,1166.071
432,0.0,2124.6592
433,1.0,1260.667
434,0.0,1565.8267
435,0.0,1300.7164
436,0.0,990.59564
437,0.0,1542.2191
438,1.0,1335.0177
439,0.0,1808.4875
440,0.0,868.6033
441,1.0,1422.2529
442,0.0,1038.3296
443,0.0,1272.3059
444,0.0,1826.4954
445,1.0,1568.6006
446,0.0,1146.0074
447,0.0,1564.1747
448,0.0,1356.4727
449,1.0,1193.9916
450,1.0,1132.0293
451,0.0,1673.3293
452,1.0,1575.1914
453,0.0,1125.6024
454,0.0,1959.988
455,0.0,1577.5623
456,0.0,1501.5376
457,1.0,1742.1324
458,0.0,1307.7566
459,0.0,1061.3245
460,0.0,1442.5707
461,1.0,1627.4242
462,0.0,1787.4818
463,0.0,1414.5603
464,0.0,1484.5084
465,0.0,1247.643
466,1.0,1351.8861
467,1.0,1131.3138
468,0.0,1458.9034
469,1.0,1633.405
470,0.0,1108.3093
471,0.0,926.39594
472,1.0,1522.1981
473,1.0,1142.3407
474,0.0,1279.7678
475,0.0,1381.1532
476,1.0,1304.3352
477,1.0,1138.1925
478,0.0,1064.9064
479,1.0,1472.2253
480,0.0,1061.4531
481,0.0,1406.3591
482,0.0,1233.4156
483,0.0,1628.7797
484,0.0,1288.7114
485,1.0,1177.5381
486,1.0,1266.9409
487,0.0,1380.5802
488,1.0,1195.9453
489,1.0,1489.5096
490,1.0,1064.1908
491,1.0,1345.2609
492,0.0,1464.6921
493,0.0,844.75055
494,1.0,1496.3628
495,0.0,1714.443
496,0.0,1036.5902
497,1.0,1465.4673
498,0.0,1373.1473
499,0.0,1124.6637
500,0.0,1164.4962
501,0.0,1014.7774
502,1.0,723.2347
503,1.0,839.5335
504,0.0,1444.647
505,0.0,1833.0247
506,0.0,1542.06
507,1.0,1170.847
508,0.0,1301.3854
509,0.0,1003.80414
510,0.0,1287.2395
511,0.0,1312.0505
512,0.0,1252.2899
513,1.0,881.7347
514,1.0,1533.7543
515,0.0,1175.2418
516,1.0,1212.1971
517,0.0,1146.5962
518,0.0,1528.4957
519,1.0,1333.4751
520,1.0,1594.8668
521,0.0,1209.7228
522,1.0,2069.4995
523,0.0,1095.2952
524,0.0,1590.9807
525,0.0,1608.5929
526,0.0,1188.0438
527,1.0,1716.0261
528,1.0,1000.38965
529,0.0,1461.6046
530,0.0,1354.699
531,0.0,1329.6094
532,0.0,1095.0922
533,0.0,1106.3673
534,0.0,1273.2611
535,1.0,1625.4167
536,0.0,1406.7394
537,0.0,1428.0071
538,0.0,1236.8105
539,0.0,1043.4485
540,0.0,1254.9412
541,0.0,1316.251
542,0.0,1542.7733
543,0.0,1314.6116
544,1.0,1769.1434
545,0.0,1287.8259
546,0.0,1128.2252
547,1.0,1539.33
548,1.0,1336.7769
549,0.0,1468.1766
550,1.0,1408.5222
551,1.0,1206.456
552,1.0,1586.0276
553,1.0,1160.0957
554,0.0,1282.2048
555,1.0,1831.7766
556,1.0,1503.4606
557,1.0,1424.5166
558,1.0,1310.5826
559,1.0,1292.1965
560,0.0,764.5081
561,0.0,1544.3691
562,1.0,1385.8353
563,0.0,1732.4867
564,0.0,2037.8387
565,0.0,1208.1173
566,1.0,1324.4712
567,1.0,1225.4976
568,0.0,1183.4525
569,1.0,1379.7032
570,0.0,1461.904
571,1.0,1159.5562
572,0.0,1038.6742
573,0.0,1512.8741
574,1.0,1563.1312
575,0.0,1576.4436
576,0.0,1373.0319
577,0.0,1657.4922
578,0.0,1421.345
579,0.0,1723.1777
580,1.0,1834.8911
581,0.0,1420.4086
582,0.0,1135.8542
583,1.0,1841.5176
584,0.0,1323.4299
585,0.0,1629.3085
586,0.0,1340.708
587,1.0,1435.3785
588,1.0,1069.1595
589,1.0,1635.7609
590,1.0,1686.4666
591,0.0,1103.3076
592,0.0,1502.6936
593,1.0,1561.2671
594,1.0,1198.2197
595,0.0,1315.1799
596,1.0,1596.3643
597,0.0,1085.7599
598,1.0,1549.7012
599,0.0,1089.0752
600,0.0,1076.2916
601,1.0,772.6539
602,0.0,1384.7316
603,0.0,1555.5045
604,1.0,1809.8821
605,1.0,967.444
606,1.0,1459.3027
607,1.0,1430.6688
608,0.0,1583.3124
609,0.0,1153.542
610,1.0,1589.6342
611,0.0,1701.0844
612,0.0,1608.0382
613,1.0,1072.513
614,0.0,1101.7183
615,0.0,1319.2434
616,0.0,1174.3396
617,0.0,1241.8376
618,0.0,1354.9106
619,1.0,1737.9644
620,1.0,1711.6022
621,0.0,1684.9268
622,0.0,1137.6965
623,1.0,1449.9176
624,1.0,1768.553
625,1.0,1090.5364
626,1.0,1707.2144
627,1.0,1656.8373
628,0.0,1108.4628
629,0.0,870.13605
630,0.0,1190.3331
631,0.0,1617.1074
632,1.0,1364.6244
633,0.0,977.2293
634,0.0,1301.0347
635,0.0,1332.3008
636,0.0,1332.3353
637,1.0,1264.0587
638,0.0,1191.6635
639,1.0,1143.0433
640,1.0,1130.2831
641,1.0,1890.9445
642,1.0,1132.8982
643,0.0,1457.4053
644,0.0,1397.4482
645,1.0,1396.5549
646,1.0,1150.0763
647,1.0,1572.5334
648,1.0,1091.0585
649,1.0,1365.486
650,0.0,1203.2944
651,0.0,994.7218
652,0.0,1360.0072
653,0.0,1297.1157
654,0.0,1049.805
655,0.0,1409.3177
656,1.0,1280.8259
657,0.0,1779.3826
658,0.0,955.4221
659,0.0,1524.5753
660,0.0,1434.0874
661,1.0,1419.9316
662,0.0,1459.368
663,1.0,2028.0973
664,1.0,1106.9731
665,1.0,844.02057
666,0.0,1175.8145
667,1.0,1540.2787
668,0.0,1516.1273
669,0.0,1186.0864
670,0.0,1021.9997
671,1.0,1662.8087
672,0.0,865.75476
673,1.0,1237.9192
674,1.0,1243.3965
675,0.0,1309.7565
676,0.0,1813.4967
677,1.0,993.5999
678,0.0,1236.5132
679,0.0,1131.1383
680,1.0,1481.1432
681,0.0,1125.4912
682,1.0,1356.2534
683,0.0,1353.024
684,1.0,1456.0771
685,1.0,1612.2318
686,1.0,1861.7883
687,1.0,1456.0062
688,0.0,1224.9788
689,1.0,1663.036
690,0.0,1116.0804
691,0.0,1520.9911
692,0.0,1761.9106
693,0.0,776.94275
694,0.0,1232.9188
695,0.0,1556.1029
696,0.0,958.0198
697,1.0,1511.6793
698,1.0,1175.3822
699,1.0,1224.6064
700,0.0,1211.1433
701,0.0,1229.8997
702,0.0,1644.3019
703,0.0,1247.7849
704,1.0,2331.6494
705,1.0,1767.3999
706,0.0,1162.7168
707,1.0,1279.1748
708,1.0,1264.5946
709,0.0,1510.814
710,1.0,1885.2867
711,1.0,1247.9938
712,1.0,1127.8945
713,1.0,1022.4372
714,1.0,1912.3247
715,0.0,1607.0874
716,1.0,1418.8246
717,1.0,1296.6473
718,0.0,1539.6014
719,0.0,1676.4418
720,1.0,1278.7117
721,1.0,1463.283
722,0.0,1539.4124
723,0.0,1442.9135
724,0.0,1236.7263
725,0.0,1463.4994
726,1.0,1439.3248
727,0.0,1166.7665
728,0.0,1448.371
729,0.0,1122.376
730,1.0,1453.9807
731,1.0,1360.194
732,0.0,1287.1503
733,0.0,1332.5104
734,1.0,2087.0103
735,0.0,863.4629
736,1.0,755.45386
737,0.0,1197.226
738,0.0,1687.8289
739,0.0,823.53296
740,0.0,1252.2063
741,0.0,1253.3942
742,1.0,1274.2256
743,1.0,1637.2976
744,0.0,1184.5536
745,1.0,860.73615
746,1.0,823.82947
747,0.0,1164.927
748,1.0,1872.838
749,0.0,1280.2488
750,0.0,1114.3518
751,0.0,1285.5857
752,1.0,1469.8513
753,0.0,1638.7648
754,1.0,1675.5006
755,0.0,1251.6915
756,1.0,1208.9194
757,0.0,1397.5151
758,0.0,1125.1509
759,1.0,1607.9639
760,0.0,1492.6312
761,1.0,1427.6042
762,1.0,1652.6278
763,1.0,1200.7303
764,1.0,1308.4707
765,1.0,1704.1968
766,0.0,1084.2621
767,0.0,1531.7034
768,0.0,1073.7445
769,0.0,1173.6779
770,0.0,1161.317
771,0.0,1230.6842
772,0.0,1017.3613
773,1.0,1704.4233
774,1.0,1504.8225
775,1.0,632.74384
776,1.0,1400.5225
777,1.0,1308.9098
778,0.0,1760.0166
779,1.0,1080.3074
780,1.0,1663.8318
781,1.0,1047.7773
782,0.0,1459.4244
783,0.0,1150.5463
784,1.0,1187.3328
785,1.0,1213.8615
786,0.0,1250.1475
787,1.0,1225.044
788,1.0,1375.5933
789,1.0,1799.4136
790,0.0,1299.5894
791,1.0,1384.8433
792,0.0,1113.8378
793,1.0,1183.7039
794,0.0,1438.7487
795,1.0,1086.5206
796,0.0,1436.0227
797,0.0,957.9502
798,1.0,1491.9778
799,0.0,1013.55707
800,0.0,1727.9902
801,1.0,1463.8997
802,0.0,1360.227
803,1.0,1567.7108
804,0.0,1340.6104
805,1.0,1337.4989
806,1.0,1337.8055
807,1.0,1389.8413
808,0.0,1607.6735
809,1.0,1623.7511
810,1.0,808.6865
811,0.0,1879.187
812,1.0,1404.9569
813,1.0,1516.4758
814,0.0,1944.008
815,0.0,892.9319
816,1.0,1858.4766
817,1.0,1527.3318
818,1.0,1579.4385
819,0.0,1753.1714
820,0.0,1600.1931
821,1.0,1277.5474
822,0.0,880.29205
823,0.0,975.9653
824,0.0,1490.3928
825,0.0,1403.8214
826,0.0,1460.9355
827,0.0,1720.0157
828,1.0,1206.8574
829,0.0,1460.0718
830,0.0,1590.3364
831,1.0,986.97833
832,1.0,1244.1066
833,1.0,1257.2498
834,1.0,1621.1477
835,0.0,1019.96967
836,0.0,1936.639
837,1.0,1319.8516
838,0.0,1339.5393
839,0.0,1066.0393
840,0.0,1676.5353
841,0.0,2097.3096
842,0.0,1901.7992
843,1.0,1346.2233
844,0.0,1295.255
845,1.0,1018.96985
846,1.0,1461.2443
847,1.0,1523.4523
848,0.0,1076.2087
849,0.0,1209.3834
850,1.0,1261.9263
851,0.0,1453.4839
852,0.0,1488.7466
853,0.0,1390.474
854,1.0,1534.3865
855,0.0,1141.2268
856,0.0,1167.1138
857,1.0,1507.7899
858,0.0,1251.4768
859,0.0,937.3608
860,0.0,1303.9608
861,1.0,1571.5619
862,0.0,1016.31555
863,0.0,1668.9924
864,0.0,1637.3191
865,0.0,1643.9883
866,1.0,1299.6031
867,1.0,1245.6545
868,0.0,1328.0189
869,1.0,904.9955
870,0.0,1549.671
871,1.0,1486.8594
872,1.0,1430.6003
873,1.0,1231.1309
874,1.0,924.49896
875,0.0,1076.1116
876,1.0,1260.8896
877,1.0,1412.8486
878,0.0,1068.6271
879,1.0,1850.644
880,0.0,1131.0619
881,1.0,1026.6388
882,1.0,1653.9387
883,1.0,1340.9788
884,0.0,899.24994
885,1.0,1453.9755
886,0.0,822.05615
887,1.0,1125.0946
888,0.0,918.981
889,0.0,1408.8229
890,0.0,1198.0919
891,0.0,1056.4509
892,0.0,1394.2017
893,0.0,1248.691
894,1.0,1350.274
895,0.0,925.1093
896,0.0,1414.3047
897,1.0,1718.7109
898,0.0,1512.3274
899,0.0,1818.4421
900,1.0,1363.7887
901,0.0,1224.9679
902,1.0,1300.9535
903,1.0,1378.346
904,0.0,1164.0754
905,1.0,1490.1407
906,0.0,1502.054
907,1.0,1312.4038
908,0.0,1432.5623
909,1.0,1532.6052
910,1.0,1621.2976
911,0.0,1288.9501
912,0.0,1108.8246
913,1.0,897.18024
914,0.0,1077.4214
915,0.0,1401.1305
916,1.0,1398.9164
917,1.0,1501.5525
918,0.0,1230.4338
919,1.0,1492.3895
920,1.0,1210.139
921,0.0,1383.956
922,0.0,1484.9308
923,0.0,1327.7551
924,0.0,1556.2328
925,0.0,1783.2643
926,0.0,1431.0422
927,1.0,1568.6558
928,0.0,1468.4889
929,0.0,1315.4624
930,1.0,1226.7261
931,1.0,1430.886
932,0.0,1776.5471
933,0.0,1155.6533
934,1.0,924.1251
935,1.0,1443.6068
936,0.0,1768.6737
937,1.0,1403.514
938,0.0,1040.4825
939,0.0,1167.5347
940,1.0,1712.3334
941,1.0,1293.6617
942,0.0,1147.073
943,0.0,1584.6388
944,0.0,1434.0441
945,0.0,1337.121
946,0.0,1439.6469
947,1.0,1203.9404
948,0.0,1557.003
949,1.0,1061.202
950,1.0,1677.996
951,1.0,1749.1344
952,1.0,1820.0653
953,1.0,1062.4227
954,0.0,1400.9619
955,0.0,1531.6992
956,0.0,1713.7817
957,1.0,1425.5947
958,1.0,1532.5138
959,0.0,1471.915
960,0.0,1488.1083
961,1.0,1087.7301
962,1.0,968.0933
963,1.0,1675.9841
964,0.0,1283.0613
965,0.0,1602.5961
966,1.0,2074.4646
967,1.0,1412.7347
968,0.0,1826.1652
969,1.0,1625.4
970,1.0,867.8064
971,0.0,2184.178
972,0.0,1552.8389
973,1.0,920.77014
974,0.0,1067.0228
975,0.0,1630.0382
976,1.0,1859.481
977,0.0,1354.074
978,0.0,1403.1125
979,0.0,1452.0562
980,1.0,1649.887
981,0.0,1116.082
982,1.0,1080.4615
983,0.0,1364.5173
984,0.0,1340.3002
985,1.0,1831.932
986,1.0,1132.5217
987,1.0,1369.57
988,0.0,1529.0593
989,0.0,2190.6348
990,0.0,1364.4838
991,1.0,1904.7358
992,1.0,1404.1107
993,0.0,1924.7601
994,0.0,1245.9465
995,1.0,1654.5189
996,0.0,1259.6642
997,0.0,1320.7052
998,0.0,1229.1136
999,0.0,1056.2644
1000,1.0,963.2106
1001,0.0,1543.0806
1002,1.0,1712.3461
1003,0.0,1164.8573
1004,1.0,1029.9955
1005,1.0,1755.8214
1006,0.0,1662.4453
1007,0.0,982.5309
1008,0.0,1656.6162
1009,1.0,1141.7002
1010,0.0,994.2502
1011,0.0,1807.0071
1012,0.0,1583.9734
1013,0.0,1098.5809
1014,0.0,1312.2537
1015,0.0,1278.5685
1016,0.0,1376.1814
1017,0.0,1572.6049
1018,1.0,883.16785
1019,0.0,1481.5505
1020,0.0,1029.0612
1021,0.0,1051.0114
1022,1.0,1508.9305
1023,0.0,1510.2483
1024,0.0,1119.1106
1025,1.0,1232.187
1026,0.0,1424.7251
1027,1.0,1253.3258
1028,0.0,846.6726
1029,0.0,1049.2871
1030,1.0,1235.6244
1031,1.0,1249.814
1032,0.0,940.2474
1033,0.0,1222.5017
1034,0.0,1797.8206
1035,1.0,1498.1317
1036,0.0,1582.2388
1037,1.0,1943.7971
1038,1.0,1727.1125
1039,0.0,1485.4502
1040,0.0,1348.6777
1041,1.0,1296.3148
1042,0.0,856.9785
1043,1.0,1333.9669
1044,0.0,1058.2891
1045,1.0,1495.1122
1046,0.0,1001.7394
1047,1.0,1503.0319
1048,0.0,1087.8611
1049,0.0,1694.6888
1050,1.0,1553.06
1051,0.0,1656.7987
1052,0.0,1669.7472
1053,0.0,1680.5135
1054,1.0,821.99054
1055,0.0,1627.6819
1056,1.0,1239.6278
1057,0.0,1306.9373
1058,0.0,851.76654
1059,1.0,1078.6442
1060,0.0,1133.3265
1061,1.0,1074.201
1062,1.0,1387.1998
1063,1.0,1189.8855
1064,0.0,750.50397
1065,0.0,904.206
1066,1.0,1768.9124
1067,1.0,1620.162
1068,0.0,1265.0895
1069,1.0,1579.1853
1070,0.0,1575.4657
1071,1.0,1275.0117
1072,0.0,1056.783
1073,0.0,1385.488
1074,0.0,909.0049
1075,0.0,1235.0537
1076,0.0,1715.878
1077,1.0,936.2676
1078,1.0,1575.8257
1079,0.0,1577.8499
1080,1.0,1791.2048
1081,0.0,954.96234
1082,0.0,1589.3005
1083,1.0,1139.2638
1084,1.0,882.9763
1085,1.0,1350.9794
1086,0.0,1439.6177
1087,0.0,1242.9795
1088,0.0,1677.9836
1089,0.0,1306.1007
1090,0.0,1458.252
1091,1.0,2034.2756
1092,1.0,1298.4653
1093,0.0,1107.6001
1094,1.0,1263.0867
1095,1.0,1233.5657
1096,1.0,1295.671
1097,1.0,1665.8899
1098,0.0,1236.1768
1099,0.0,1584.6603
1100,0.0,1250.9513
1101,0.0,898.975
1102,1.0,818.07385
1103,0.0,1652.4539
1104,1.0,1262.4575
1105,0.0,1286.8673
1106,0.0,1219.1643
1107,0.0,1077.6246
1108,1.0,1698.1307
1109,0.0,1205.6688
1110,0.0,1021.38214
1111,0.0,976.7261
1112,1.0,1244.0415
1113,0.0,1995.3103
1114,0.0,1348.8867
1115,0.0,1331.3062
1116,1.0,1125.8792
1117,0.0,1088.1193
1118,1.0,1510.5721
1119,0.0,1790.7941
1120,0.0,1096.2385
1121,0.0,1399.9354
1122,0.0,1025.2579
1123,0.0,738.7955
1124,0.0,1683.3839
1125,0.0,1391.86
1126,1.0,812.5164
1127,0.0,1530.4382
1128,0.0,1416.2802
1129,0.0,1233.0754
1130,0.0,1144.0171
1131,0.0,1168.0499
1132,0.0,1179.0223
1133,0.0,1399.3052
1134,0.0,1155.2572
1135,1.0,1317.1875
1136,1.0,1542.1881
1137,1.0,1479.3297
1138,0.0,1350.5692
1139,0.0,1259.335
1140,0.0,1278.9059
1141,1.0,967.5823
1142,1.0,1107.585
1143,1.0,2133.9875
1144,1.0,1339.2372
1145,0.0,1638.7365
1146,1.0,1079.4723
1147,1.0,648.75433
1148,1.0,1904.1919
1149,1.0,1778.0164
1150,0.0,1222.0627
1151,1.0,1442.4856
1152,1.0,1335.4131
1153,1.0,1904.587
1154,0.0,1294.5286
1155,0.0,1317.5863
1156,0.0,585.0077
1157,0.0,1640.6351
1158,0.0,1172.107
1159,0.0,1392.8599
1160,0.0,1028.172
1161,0.0,1446.7767
1162,1.0,1827.3375
1163,0.0,1356.274
1164,0.0,1473.4467
1165,0.0,1809.4299
1166,1.0,1466.1523
1167,0.0,1029.5328
1168,0.0,1271.9508
1169,1.0,1118.254
1170,0.0,1221.6055
